   0.8976250        1.021311       0.9608558       0.5913908     
    2.145544       0.8838182       0.7790661        1.424195     
   0.3976134       0.7493231        1.050005        1.343337     
   3.1937107E-02   0.3196208       0.9033437        1.262512     
   0.4980841        2.382119        1.248552       0.6847464     
    1.206373       0.6411363        1.540070        1.725549     
    1.933251       0.4856524       0.4448780        1.541761     
    1.172189       0.7259684        1.009303       0.5990888     
   0.6635260        1.381295       0.3695768       0.2866320     
   0.9474705       0.8878526        1.028510       0.8427947    
