    2.591960        3.108506        3.586102        3.427600     
    3.199017        3.596039        3.708477        4.150795     
    4.885801        3.591118       0.3454421        2.844275     
    4.968194        3.903674        2.437331        3.075005     
    3.554226        4.141939        5.410710        3.500527     
  -0.3075218        2.279469        4.321099        4.137663     
    2.905658        3.261638        3.734189        4.052319     
    4.920766        3.581537       9.4060078E-02    2.490217     
    4.311255        3.671129        2.620040        2.617641     
    2.908024        3.123026        3.705291        3.281074    
