    6.298274        5.850036        3.869866        6.065695     
    5.912391        4.406671        3.054147        1.317176     
   0.8140313        1.910952        4.455261        8.567732     
    5.212181       -2.195830        2.654972        7.891765     
    4.756783       -3.271618        1.570043        2.851605     
    4.357037        8.303258        4.880494       -2.140048     
    2.487439        7.979806        4.532624       -3.314195     
    1.298693        2.453975        4.073780        7.816897     
    4.668645       -2.218166        2.155236        7.366242     
    7.576247        1.179593        3.501315        6.956054    
