   -2.001544        6.566930       -4.358179      -0.7345022     
   -6.275347        4.890664        1.101716        4.173899     
   -1.033252       -1.449140        1.570298        3.963216     
   0.7882272        2.991587        4.364622        5.317054     
   0.2650740       -1.372126       -3.139943       0.9359959     
    2.524919        2.487957      -0.7643360        2.772249     
   -3.689859        1.812336       0.5526434       -1.237847     
   0.6115786      -0.3362051      -0.8513877        1.239126     
   -1.690040       0.1577491       -1.440645        3.386566     
   -2.580851        2.226544        1.126747       0.1641040    
